name,location,cost,image1,image2,image3,number
Prodej bytu 1+kk 32 m²,"Řeznická, Praha 1 - Nové Město",4 090 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QP_LH/7IuCFHo.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/hwPCFQI.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MK/E1HCFcF.jpeg?fl=res,400,300,3|shr,,20|jpg,90",128
Prodej bytu 2+1 63 m²,"Finská, Kladno - Kročehlavy",4 390 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ld/3E0BYyh.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MB/BQaBY2M.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J6/4H16Xx.jpeg?fl=res,400,300,3|shr,,20|jpg,90",129
Prodej bytu 1+kk 45 m²,"Wiesenthalova, Praha 5 - Řeporyje",4 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Ko/OHsU5b.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/4JvU28.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K7/aQFVCd.jpeg?fl=res,400,300,3|shr,,20|jpg,90",130
Prodej bytu 3+kk 184 m²,"Libčice nad Vltavou, okres Praha-západ",6 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K1/dALBMvc.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/b24BxhT.mpo?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J5/zxMG5v.jpeg?fl=res,400,300,3|shr,,20|jpg,90",131
Prodej bytu 4+kk 86 m²,"K Dobročovicům, Květnice",7 290 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/lBJkdO.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_gZ_r/lJ91zn.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_Ku/Zo7R99.jpeg?fl=res,400,300,3|shr,,20|jpg,90",132
Prodej bytu 4+kk 96 m² (Mezonet),"Nad Ohradou, Praha 3 - Žižkov",13 000 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/b5rBMTO.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MK/X3eBMVi.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/U9dBMVu.jpeg?fl=res,400,300,3|shr,,20|jpg,90",133
Prodej bytu 4+1 79 m²,"Jaromíra Matuška, Ostrava - Dubina",2 399 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/jPtg.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/GENCFch.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/gz4LM.jpeg?fl=res,400,300,3|shr,,20|jpg,90",134
Prodej bytu 5+kk 100 m²,"Italská, Praha 2 - Vinohrady",11 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jn/1lBUZ3.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jg/75UBfC7.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jg/JUtBfC8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",135
Prodej bytu 2+kk 59 m²,"Sušilova, Praha 10 - Uhříněves",6 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ll/2zYbvv.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K5/FCLnd1.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KB/qFkuVP.jpeg?fl=res,400,300,3|shr,,20|jpg,90",136
Prodej bytu 2+kk 60 m²,"Starokošířská, Praha 5 - Košíře",7 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jo/QZdByPU.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/yHh2QM.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/uRL2d8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",137
Prodej bytu 1+kk 32 m²,"Jagellonská, Praha 3 - Vinohrady",5 750 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/gnTJYD.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/7O8JIZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/qIeJNY.jpeg?fl=res,400,300,3|shr,,20|jpg,90",138
Prodej bytu 4+kk 129 m²,"Pod Harfou, Praha 9 - Vysočany",6 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jj/Cotc4m.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/zcLcln.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/Iakclp.jpeg?fl=res,400,300,3|shr,,20|jpg,90",139
Prodej bytu 3+1 56 m²,"Branická, Praha 4 - Braník",6 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/qBAIwm.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/YMGJJe.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/ecTIrC.jpeg?fl=res,400,300,3|shr,,20|jpg,90",140
Prodej bytu atypické 100 m²,"9. května, Mníšek pod Brdy",6 290 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/WvcCC2d.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jn/chsCCym.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/YcRCCkZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90",22
Prodej bytu 2+kk 35 m²,"Pod Kavalírkou, Praha 5 - Košíře",2 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Js/zWAbuq.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/4Qxbye.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/n6ObqI.jpeg?fl=res,400,300,3|shr,,20|jpg,90",23
Prodej bytu 2+1 64 m²,"Krátká, Milovice - Boží Dar",3 290 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/arBBVB8.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/yxTBU7S.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K7/YLoBVDf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",24
Prodej bytu 5+kk 153 m²,"Českobrodská, Praha 9 - Hostavice",15 980 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Js/ejACBBS.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/lDtCAgh.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/uVpCAn1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",25
Prodej bytu 2+kk 68 m²,"Českobrodská, Praha 9 - Hostavice",7 118 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Ko/MP2CAjn.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K7/LIVCAcz.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/XcICARY.jpeg?fl=res,400,300,3|shr,,20|jpg,90",26
Prodej bytu 1+kk 31 m²,"Českobrodská, Praha 9 - Hostavice",3 988 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/E3nMWb.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_KA/RY6MWc.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/5hIMHj.jpeg?fl=res,400,300,3|shr,,20|jpg,90",27
Prodej bytu 3+kk 81 m²,"Českobrodská, Praha 9 - Hostavice",9 868 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/LHxB780.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/b7MB7z6.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/fJjB7z7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",28
Prodej bytu 3+kk 71 m²,"Lázeňská, Vizovice",4 150 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QP_LI/iTmSEx.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/cvaSP3.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/XmMSKJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90",29
Prodej bytu 2+1 55 m²,"Václava Špály, Prostějov",2 600 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/2fVSaw.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/RfXSOj.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/hcASOk.jpeg?fl=res,400,300,3|shr,,20|jpg,90",30
Prodej bytu 2+kk 58 m²,"U Blaženky, Praha 5 - Smíchov",8 782 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_J9/iP1oDA.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KD/dK6oA4.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Ko/iAGoCO.jpeg?fl=res,400,300,3|shr,,20|jpg,90",31
Prodej bytu 2+kk 51 m²,"U Blaženky, Praha 5 - Smíchov",8 972 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/6VdoFO.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J9/f5PoCQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/c12n3K.jpeg?fl=res,400,300,3|shr,,20|jpg,90",32
Prodej bytu 1+kk 34 m²,"Deštné v Orlických horách, okres Rychnov nad Kněžnou",5 162 800 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/yDeSfL.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/CkESNg.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/V4eSQl.jpeg?fl=res,400,300,3|shr,,20|jpg,90",33
Prodej bytu 3+kk 153 m²,"Nádražní, Ostrava - Moravská Ostrava",8 950 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jr/RCMzN2.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Js/kYLZRv.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Js/mb4ZSQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90",34
Prodej bytu 4+1 80 m²,"Svojsíkova, Ostrava - Poruba",4 125 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Js/Fqz4NC.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jn/xHg4F6.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Ko/qrI4RX.jpeg?fl=res,400,300,3|shr,,20|jpg,90",35
Prodej bytu 5+1 206 m²,"V Luhu, Řevnice",14 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_J8/LRx33f.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jr/0df4IH.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K6/Z2Tw66.jpeg?fl=res,400,300,3|shr,,20|jpg,90",36
Prodej bytu 3+1 73 m²,"Dačického, Karviná - Ráj",2 380 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/FHgSef.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/zOuSQI.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/lKvSJ9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",37
Prodej bytu 1+1 53 m²,"Otvovice, okres Kladno",3 170 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/563IrW.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/r7EIf2.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/XrNIY6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",38
Prodej bytu 3+kk 67 m²,"Černá v Pošumaví, okres Český Krumlov",7 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/gCcI1u.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/fjEIYl.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/AFFI1w.jpeg?fl=res,400,300,3|shr,,20|jpg,90",39
Prodej bytu 1+1 40 m²,"Švabinského, Domažlice - Týnské Předměstí",1 980 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/fMjBN6b.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MK/TOPBN6c.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KD/eMgBN8d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",40
Prodej bytu 2+kk 58 m²,"Na Císařce, Praha 5 - Smíchov",9 000 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/7B5SiA.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/3jgSSS.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/czzSN0.jpeg?fl=res,400,300,3|shr,,20|jpg,90",61
Prodej bytu 3+kk 100 m²,"Zámecká, Sokolnice",Info o ceně u RK,"https://d18-a.sdn.cz/d_18/c_img_QP_LI/7RpBuL.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_ML/RpZCCX.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/bnCBuM.jpeg?fl=res,400,300,3|shr,,20|jpg,90",62
Prodej bytu 4+kk 115 m² (Mezonet),"Slunná, Říčany",11 900 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/JUJCBV.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/irLB2N.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/jQGBtK.jpeg?fl=res,400,300,3|shr,,20|jpg,90",63
Prodej bytu 3+kk 92 m²,"Karla Zicha, Praha 10 - Uhříněves",8 590 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/9BCBeCv.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/eFYBeAG.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/NMYBd7Q.jpeg?fl=res,400,300,3|shr,,20|jpg,90",64
Prodej bytu 2+kk 65 m²,"Trocnovská, Havlíčkův Brod",1 999 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Ko/WutB3Dm.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Ko/QfhB3Dn.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jn/krXB25M.jpeg?fl=res,400,300,3|shr,,20|jpg,90",65
Prodej bytu 2+kk 47 m²,"Přítkovská, Teplice - Trnovany",999 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/jkrBtRG.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Ko/7qwBtiG.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/OSuBtRI.jpeg?fl=res,400,300,3|shr,,20|jpg,90",66
Prodej bytu 2+kk 50 m²,"Libertinova, Rakovník - Rakovník II",3 390 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_J8/OmRBIec.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jr/aDwBItA.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Js/bQAss3.jpeg?fl=res,400,300,3|shr,,20|jpg,90",67
Prodej bytu 4+kk 76 m²,"Bzenecká, Brno - Židenice",6 396 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jl/QAmB5v8.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MJ/rvQKTq.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lm/j9PBGfZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90",68
Prodej bytu 3+1 76 m²,"Jarošova, Varnsdorf",1 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QP_LI/rRePa6.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_ML/vQwPt6.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_KA/FWHPyb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",69
Prodej bytu 1+1 50 m²,"Studénka - Nová Horka, okres Nový Jičín",1 180 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/ielSV7.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/UCxSJO.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/LoNSJP.jpeg?fl=res,400,300,3|shr,,20|jpg,90",70
Prodej bytu 3+kk 59 m²,"Jugoslávská, Ostrava - Zábřeh",3 690 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jm/ginZe4.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jr/0kuyw8.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KC/ZARyel.jpeg?fl=res,400,300,3|shr,,20|jpg,90",71
Prodej bytu 3+1 77 m²,"Sokolská, Zlín",4 300 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/hxJSNh.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/7CZSMY.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/enrSJX.jpeg?fl=res,400,300,3|shr,,20|jpg,90",72
Prodej bytu 5+kk 261 m²,"U Sportovní školy, Pardubice - Ohrazenice",10 811 122 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Kp/PMcSLY.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/47DSZT.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/rAgSI4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",73
Prodej bytu 3+1 68 m²,"Dukelských hrdinů, Krupka - Maršov",625 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K8/ayrLwo.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/KViLlA.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/UN2MCO.jpeg?fl=res,400,300,3|shr,,20|jpg,90",74
Prodej bytu 3+kk 46 m²,"Ztracená, Cheb",1 790 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/DeIQ1I.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/TDuQuy.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/YRNQuz.jpeg?fl=res,400,300,3|shr,,20|jpg,90",75
Prodej bytu 2+kk 40 m²,"Trnovanská, Teplice - Trnovany",1 550 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QP_LG/8TbU6U.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jl/PVOCCpg.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MJ/U4sRMm.jpeg?fl=res,400,300,3|shr,,20|jpg,90",76
Prodej bytu 1+kk 30 m²,"Kolínská, Praha 3 - Vinohrady",4 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_J3/eR0KN3.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jg/vlwKok.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J3/5JBKN4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",77
Prodej bytu 3+kk 78 m²,"Ke Koulce, Praha 5 - Smíchov",9 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_J8/2F0k9A.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MJ/RF9gri.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J8/c18k9B.jpeg?fl=res,400,300,3|shr,,20|jpg,90",78
Prodej bytu 2+1 77 m²,"Ke Koulce, Praha 5 - Smíchov",9 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QJ_Js/93xLTU.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MJ/hXtgr5.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lm/lN1BcrB.jpeg?fl=res,400,300,3|shr,,20|jpg,90",79
Prodej bytu 2+kk 46 m²,"Božkovská, Plzeň - Východní Předměstí",2 690 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Km/Z1lKRN.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MI/IBh6z3.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LF/seeBAtL.jpeg?fl=res,400,300,3|shr,,20|jpg,90",80
Prodej bytu 2+kk 43 m²,"Ciolkovského, Praha - Ruzyně",4 395 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/lhSQi3.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/k7xQnx.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/gnQQVY.jpeg?fl=res,400,300,3|shr,,20|jpg,90",201
Prodej bytu 4+kk 92 m²,"Polská, Praha 2 - Vinohrady",18 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K7/gL8Bh9P.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/vpWBhwr.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/Y6gBhws.jpeg?fl=res,400,300,3|shr,,20|jpg,90",202
Prodej bytu 3+kk 85 m²,"Cedrová, Jesenice",7 790 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/6rZNs7.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/wxXNwv.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/YhFOBf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",203
Prodej bytu 4+kk 95 m²,"Husova, Vratimov",4 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K7/nANBJDs.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J9/RPQBJK3.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/DwTBJA8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",204
Prodej bytu 2+kk 62 m²,"Cedrová, Jesenice",5 950 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Kp/nyEN0m.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/BPUNpa.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_ML/q2RN2c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",205
