name,location,cost,image1,image2,image3,number
Prodej bytu 2+kk 43 m²,"B. Němcové, Protivín",Info o ceně u RK,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/64VRlZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/7DlRje.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/QDMRf9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",311
Prodej bytu 2+kk 49 m²,"Makovského, Praha 6 - Řepy",4 390 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Km/DD5qFF.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MI/r7iBcyy.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J7/me0BhYi.jpeg?fl=res,400,300,3|shr,,20|jpg,90",312
Prodej bytu 6 pokojů a více 141 m² (Mezonet),"Ke Školce, Praha 10 - Dolní Měcholupy",10 000 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KD/KcRB5V0.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K7/QrYB5Nj.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/Z1jB5NW.jpeg?fl=res,400,300,3|shr,,20|jpg,90",313
Prodej bytu 2+kk 63 m²,"Na čisté, Praha 5 - Slivenec",6 770 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jq/ETZB7x4.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KB/ZKVB7hX.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/ZMSB7x5.jpeg?fl=res,400,300,3|shr,,20|jpg,90",314
Prodej bytu 2+1 52 m²,"Pionýrská, Kopřivnice",2 400 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/6LrRlD.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/U8qRX6.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/FwZRbO.jpeg?fl=res,400,300,3|shr,,20|jpg,90",315
Prodej bytu 3+1 81 m²,"Brno - Nový Lískovec, okres Brno-město",6 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/Y83RTl.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/QuORNh.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/mqGRTI.jpeg?fl=res,400,300,3|shr,,20|jpg,90",316
Prodej bytu 4+1 86 m²,"Hekrova, Praha 4 - Háje",6 690 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KD/nGsBa19.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/XX6Baup.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jn/mXrBaxf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",317
Prodej bytu 2+kk 56 m²,"Horská, Vrchlabí - Hořejší Vrchlabí",Info o ceně u RK,"https://d18-a.sdn.cz/d_18/c_img_QL_J7/vbLBciu.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jr/XCMBCuN.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MI/netBX6Y.jpeg?fl=res,400,300,3|shr,,20|jpg,90",318
Prodej bytu 3+1 82 m²,"Štítného, České Budějovice - České Budějovice 6",4 431 500 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/HANRcF.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/BemRWa.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/ZERRLC.jpeg?fl=res,400,300,3|shr,,20|jpg,90",319
Prodej bytu 3+kk 48 m²,"Bílkova, Praha 1 - Staré Město",22 000 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/WWYRb5.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/ZByRUM.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/XXQRlG.jpeg?fl=res,400,300,3|shr,,20|jpg,90",320
Prodej bytu 3+kk 56 m²,"Místecká, Praha 9 - Letňany",6 099 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QP_LG/rx1zaw.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LG/ktdzav.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lo/UJpIsd.jpeg?fl=res,400,300,3|shr,,20|jpg,90",142
Prodej bytu 1+kk 27 m²,"Štúrova, Praha 4 - Lhotka",3 390 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/qnkSU3.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/0GCR5A.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/hZxSEQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90",143
Prodej bytu 2+kk 56 m²,"T. G. Masaryka, Horoměřice",6 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MC/NMGB3JL.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_K5/0OnBA7S.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kb/Df1B3Av.jpeg?fl=res,400,300,3|shr,,20|jpg,90",144
Prodej bytu 3+1 61 m²,"Lovosická, Praha 9 - Střížkov",5 199 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/PYSBgg5.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/w7sBgfM.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/fEnBgaU.jpeg?fl=res,400,300,3|shr,,20|jpg,90",145
Prodej bytu 2+kk 43 m²,"Ve Lhotce, Praha 4 - Lhotka",5 990 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/oClGvr.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/sNAGkc.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/n91GXc.jpeg?fl=res,400,300,3|shr,,20|jpg,90",146
Prodej bytu 2+kk 50 m²,"Křečovice - Živohošť, okres Benešov",3 250 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Kl/BFZPyC.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KB/JGGtFv.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MI/QXponV.jpeg?fl=res,400,300,3|shr,,20|jpg,90",147
Prodej bytu 3+kk 86 m²,"Nádražní, Praha 5 - Smíchov",15 568 860 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K7/5MxBV1y.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Ko/d4MBWAI.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Js/kfSBWBR.jpeg?fl=res,400,300,3|shr,,20|jpg,90",148
Prodej bytu 2+kk 62 m²,"Vícov, okres Prostějov",3 300 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lm/X3uBVmb.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MJ/0zBZgz.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KC/2WOd4E.jpeg?fl=res,400,300,3|shr,,20|jpg,90",149
Prodej bytu 2+kk 71 m²,"Prostějov, okres Prostějov",3 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jm/XyTczd.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Js/D55cOC.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LG/Bxy1Xt.jpeg?fl=res,400,300,3|shr,,20|jpg,90",150
Prodej bytu 3+1 72 m²,"Nová, Hranice - Hranice I-Město",3 067 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/5LRB0Ln.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/DgKB0DE.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Js/dmNB0dH.jpeg?fl=res,400,300,3|shr,,20|jpg,90",151
Prodej bytu 1+kk 42 m²,"Radimova, Praha 6 - Břevnov",6 498 249 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/hYeOcW.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_ML/GZdOqR.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/6TdOYO.jpeg?fl=res,400,300,3|shr,,20|jpg,90",152
Prodej bytu 3+kk 93 m² (Mezonet),"Dětkovice, okres Vyškov",4 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/XldCBIU.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J9/sZbCBK4.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K7/8CxCBBW.jpeg?fl=res,400,300,3|shr,,20|jpg,90",153
Prodej bytu 3+kk 73 m²,"Miličín, okres Benešov",4 569 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lo/lf5Pox.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jr/tfN7F2.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lo/PboPoy.jpeg?fl=res,400,300,3|shr,,20|jpg,90",154
Prodej bytu 4+1 139 m²,"Sudoměřská, Praha 3 - Žižkov",18 450 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/okyOE9.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/EFPOFA.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/ggyNsa.jpeg?fl=res,400,300,3|shr,,20|jpg,90",155
Prodej bytu 5+kk 195 m²,"Za Rybníkem, Jesenice",11 950 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_Ke/nNDlO7.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_Ke/jn8lO8.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jb/gY3lYc.jpeg?fl=res,400,300,3|shr,,20|jpg,90",156
Prodej bytu 3+1 70 m²,"Lipník, okres Mladá Boleslav",Info o ceně u RK,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/wAlF4j.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jn/CfwF7C.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MK/sr3F9j.jpeg?fl=res,400,300,3|shr,,20|jpg,90",157
Prodej bytu 5+kk 122 m²,"Horská, Vrchlabí - Hořejší Vrchlabí",Info o ceně u RK,"https://d18-a.sdn.cz/d_18/c_img_QP_LF/C3mBbwx.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MI/DNsBX7I.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jl/xrzBDU7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",158
Prodej bytu 2+kk 67 m²,"Vyšehořovická, Nehvizdy",5 900 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/AxHCRo.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/6F6CQo.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_ML/76pCRl.jpeg?fl=res,400,300,3|shr,,20|jpg,90",159
Prodej bytu 2+1 74 m²,"Vojtova, Brno - Štýřice",5 680 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_J9/80VByOY.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/qEUBx77.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J9/lXrByOZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90",160
Prodej bytu 1+kk 44 m²,"K Haltýři, Praha 8 - Troja",4 600 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ld/uqHBHNv.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Ld/OLKBHOf.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/wjVSHe.jpeg?fl=res,400,300,3|shr,,20|jpg,90",1
Prodej bytu 3+1 65 m²,"Příkopy, Hostouň",1 900 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/GMqByZw.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LH/C1zByLq.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MK/U7xByZx.jpeg?fl=res,400,300,3|shr,,20|jpg,90",2
Prodej bytu 4+1 82 m²,"Kpt. Stránského, Praha 9 - Černý Most",8 199 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/eWZObq.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/pieOOa.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/2foOI8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",3
Prodej bytu 3+kk 69 m²,"U Hájenky, Ostrava - Slezská Ostrava",6 204 720 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Kp/JAePtV.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_KA/MiuP2c.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/JeyPs0.jpeg?fl=res,400,300,3|shr,,20|jpg,90",4
Prodej bytu 2+1 53 m²,"Chvatěrubská, Praha 8 - Čimice",5 600 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/l6uJ2E.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/YKLJoh.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/bcTJ6B.jpeg?fl=res,400,300,3|shr,,20|jpg,90",5
Prodej bytu 3+1 72 m²,"Steinerova, Praha 4 - Háje",6 340 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lo/D1RMeo.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Js/MBgeAt.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jm/zc5en4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",6
Prodej bytu 4+kk 104 m²,"Dlouhá, Praha 1 - Staré Město",13 998 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/tWQC8D.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/zahCuB.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/XpjCuC.jpeg?fl=res,400,300,3|shr,,20|jpg,90",7
Prodej bytu 1+kk 35 m²,"Bořetická, Brno - Židenice",3 647 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/lTxIBA.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/3LwH4x.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/mAeIBB.jpeg?fl=res,400,300,3|shr,,20|jpg,90",8
Prodej bytu 2+1 64 m²,"gen. Píky, Olomouc",4 000 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/CkANLs.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_ML/nGzNLq.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/94CPKY.jpeg?fl=res,400,300,3|shr,,20|jpg,90",9
Prodej bytu 3+1 83 m²,"Werichova, Olomouc - Nové Sady",4 400 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/UviBWKX.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Js/eRMBWW0.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J9/2u5BWPq.jpeg?fl=res,400,300,3|shr,,20|jpg,90",10
Prodej bytu 3+1 90 m²,"Jandáskova, Ostrava - Svinov",3 671 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Km/Oh6CDBX.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KC/Bq2yRF.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KC/SoFyRG.jpeg?fl=res,400,300,3|shr,,20|jpg,90",11
Prodej bytu 3+1 63 m²,"Bezručova, Frýdlant nad Ostravicí - Frýdlant",3 700 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K6/P8Qbex.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J8/833iaX.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lm/zWFBaG7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",12
Prodej bytu 2+1 44 m²,"Západní, Prostějov - Krasice",2 480 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K8/ObsItb.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/ppXIwd.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K8/uBmItc.jpeg?fl=res,400,300,3|shr,,20|jpg,90",13
Prodej bytu 3+1 68 m²,"Italská, Prostějov",3 400 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jn/C3VB6Ly.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/fWdB6GQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jn/ZY3B6Lz.jpeg?fl=res,400,300,3|shr,,20|jpg,90",14
Prodej bytu 2+1 56 m²,"Citice, okres Sokolov",1 050 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/fQZSPs.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_KA/h2ZSdO.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_ML/7oNSU1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",15
Prodej bytu 2+kk 54 m²,"U Pondu, Heřmanova Huť - Vlkýš",3 569 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/5mUSUS.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/0xHSLY.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_KA/SA9Scf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",16
Prodej bytu 3+1 64 m²,"Riegrova, Hořice",3 390 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/FgmSLs.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/eBqSLt.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/iO3Sf1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",17
Prodej bytu 3+1 65 m²,"Kosmonautů, Libochovice",2 570 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jl/OBeV12.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LF/KLOuL6.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QR_MI/7FgqQX.jpeg?fl=res,400,300,3|shr,,20|jpg,90",18
Prodej bytu 1+kk 33 m²,"Výhledová, Praha 5 - Hlubočepy",5 890 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/mbcFUY.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/EzhFVV.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_KA/iumFcU.jpeg?fl=res,400,300,3|shr,,20|jpg,90",19
Prodej bytu 3+1 73 m²,"SPC Z, Krnov - Pod Cvilínem",1 890 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/o1wSP9.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/d62SLG.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/RFCSQ4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",20
Prodej bytu 3+1 63 m²,"Krátká, Milovice - Boží Dar",3 645 200 Kč,"https://d18-a.sdn.cz/d_18/c_img_QR_MI/3nzatg.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kl/FotB1S.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J7/PQbfgn.jpeg?fl=res,400,300,3|shr,,20|jpg,90",121
Prodej bytu 3+1 71 m²,"Kurzova, Praha 5 - Stodůlky",5 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Kp/XSsLgu.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/gRXLfu.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QP_LI/NoELSP.jpeg?fl=res,400,300,3|shr,,20|jpg,90",21
Prodej bytu 2+1 45 m²,"Slovenská, Trutnov - Horní Staré Město",2 490 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QP_LH/lbzB4oo.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KD/BkrB42d.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QO_K7/ZjyB4ud.jpeg?fl=res,400,300,3|shr,,20|jpg,90",122
Prodej bytu 3+1 77 m²,"Cholevova, Ostrava - Hrabůvka",2 450 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QM_Ko/yo7B58R.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QL_J9/HHXB59P.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Js/6uDB6GF.jpeg?fl=res,400,300,3|shr,,20|jpg,90",123
Prodej bytu 3+1 75 m²,"Mládí, Ostrava - Mariánské Hory",3 150 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/jD5Blz.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/MjjBZH.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/VLXBdc.jpeg?fl=res,400,300,3|shr,,20|jpg,90",124
Prodej bytu 2+1 44 m²,"Konzumní, Havířov - Šumbark",1 450 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/4aIFB2.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QK_Jt/9BtFP2.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/6bRFIf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",125
Prodej bytu 1+kk 32 m²,"Velehradská, Praha 3 - Vinohrady",5 750 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QO_K8/1cZEuY.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/fX3Exd.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QM_Kp/bXXE4i.jpeg?fl=res,400,300,3|shr,,20|jpg,90",126
Prodej bytu 2+kk 47 m²,"Na Petřinách, Praha 6 - Veleslavín",7 500 000 Kč,"https://d18-a.sdn.cz/d_18/c_img_QK_Jt/bFEM4U.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QN_KE/xJKMmX.jpeg?fl=res,400,300,3|shr,,20|jpg,90","https://d18-a.sdn.cz/d_18/c_img_QI_Jo/hznMrA.jpeg?fl=res,400,300,3|shr,,20|jpg,90",127
